Team,TAN.CONF,TAN.WIN,SP.WIN,X2021.Off.TARP.Percentage,X2020.Off.Success.Rate.Rank,X2020.Off.Finishing.Drives,X2020.Off.Havoc,X2021.Def.TARP.Percentage,X2020.Def.Success.Rate.Rank,X2020.Def.Finishing.Drives,X2020.Def.Havoc,DK.Opener.Win.Totals,TAN,SP.Ratings,off_overall_EPA,off_passing_EPA,off_rushing_EPA,off_first_down_EPA,off_second_down_EPA,off_third_down_EPA,off_cumulative_total_EPA,off_cumulative_passing_EPA,off_cumulative_rushing_EPA,def_overall_EPA,def_passing_EPA,def_rushing_EPA,def_first_down_EPA,def_second_down_EPA,def_third_down_EPA,def_cumulative_total_EPA,def_cumulative_passing_EPA,def_cumulative_rushing_EPA,off_plays,off_drives,off_ppa,off_total_ppa,off_success_rate,off_explosiveness,off_power_success,off_stuff_rate,off_line_yds,off_line_yds_total,off_second_lvl_yds,off_second_lvl_yds_total,off_open_field_yds,off_open_field_yds_total,off_pts_per_opp,off_field_pos_avg_start,off_field_pos_avg_predicted_points,off_havoc_total,off_havoc_front_seven,off_havoc_db,off_standard_downs_rate,off_standard_downs_ppa,off_standard_downs_success_rate,off_standard_downs_explosiveness,off_passing_downs_rate,off_passing_downs_ppa,off_passing_downs_success_rate,off_passing_downs_explosiveness,off_rushing_plays_rate,off_rushing_plays_ppa,off_rushing_plays_total_ppa,off_rushing_plays_success_rate,off_rushing_plays_explosiveness,off_passing_plays_rate,off_passing_plays_ppa,off_passing_plays_total_ppa,off_passing_plays_success_rate,off_passing_plays_explosiveness,def_plays,def_drives,def_ppa,def_total_ppa,def_success_rate,def_explosiveness,def_power_success,def_stuff_rate,def_line_yds,def_line_yds_total,def_second_lvl_yds,def_second_lvl_yds_total,def_open_field_yds,def_open_field_yds_total,def_pts_per_opp,def_field_pos_avg_start,def_field_pos_avg_predicted_points,def_havoc_total,def_havoc_front_seven,def_havoc_db,def_standard_downs_rate,def_standard_downs_ppa,def_standard_downs_success_rate,def_standard_downs_explosiveness,def_passing_downs_rate,def_passing_downs_ppa,def_passing_downs_total_ppa,def_passing_downs_success_rate,def_passing_downs_explosiveness,def_rushing_plays_rate,def_rushing_plays_ppa,def_rushing_plays_total_ppa,def_rushing_plays_success_rate,def_rushing_plays_explosiveness,def_passing_plays_rate,def_passing_plays_ppa,def_passing_plays_success_rate,def_passing_plays_explosiveness
Illinois,50.94,77.85,80.40,0.08,772,687,706,0.09,671,679,750,75.50,950.20,88.70,2.00,2.53,1.46,0.23,1.87,5.71,"1,129.99",680.07,455.38,1.98,2.76,1.32,0.22,2.19,5.88,"1,042.45",682.67,369.69,6742,1178,2.00,"1,129.99",5.13,14.37,8.50,2.33,34.77,10258,13.14,3824,15.75,4532,44.15,854.50,16.05,1.97,1.24,0.73,8.35,1.37,5.72,12.01,3.65,3.47,3.78,22.62,6.16,1.46,455.38,5.13,11.90,5.83,2.53,680.07,5.13,16.99,6487,1174,1.98,"1,042.45",5.09,14.28,8.41,2.44,33.42,"9,310.00",12.62,3534,16.40,4510,41.35,857,-15.89,2.00,1.29,0.71,8.21,1.22,5.66,11.87,3.79,3.66,682.67,3.86,22.10,6.21,1.32,369.69,5.12,11.54,5.78,2.76,5.05,17.24
Indiana,51.41,76.19,79.34,0.08,699,709,679,0.08,583,706,715,73.50,907.80,124.90,2.00,2.67,1.27,0.48,1.99,5.26,"1,064.88",690.05,388.13,1.82,2.55,1.16,0.11,1.73,5.55,949.83,634.46,326.61,5921,1077,2.00,"1,064.88",4.71,13.45,7.48,2.22,31.38,8550,12.16,3281,16.07,4299,38.90,780.90,14.84,1.83,1.15,0.68,7.53,1.32,5.24,11.34,3.47,3.51,3.58,20.36,5.39,1.27,388.13,4.63,11.03,5.60,2.67,690.05,4.79,15.79,6122,1082,1.82,949.83,4.64,12.99,8.13,2.13,30.36,"8,695.00",11.00,3141,13.18,3714,40.05,785,-14.62,1.76,1.11,0.65,7.53,1.12,5.13,10.78,3.47,3.32,634.46,3.56,19.97,5.66,1.16,326.61,4.63,10.58,5.33,2.55,4.62,15.71
Iowa,56.97,82.62,80.84,0.09,722,755,684,0.09,656,743,675,78.50,984.90,105.10,2.22,3.04,1.42,0.41,2.34,5.98,"1,137.43",731.69,407.81,2.07,2.76,1.44,0.19,2.35,5.62,959.40,608.26,354.87,6102,1070,2.22,"1,137.43",5.21,14.41,8.40,2.43,34.26,9334,13.26,3549,15.44,4119,44.07,854.30,16.00,1.91,1.24,0.66,8.34,1.41,5.77,11.91,3.66,4.16,3.94,22.87,6.31,1.42,407.81,5.22,11.44,5.68,3.04,731.69,5.18,17.80,5860,1059,2.07,959.40,5.06,14.74,8.55,2.47,34.00,"8,600.00",13.06,3301,16.64,4004,42.14,850,-16.33,2.03,1.31,0.72,8.12,1.39,5.68,12.27,3.88,3.44,608.26,3.75,22.53,6.25,1.44,354.87,5.02,11.98,5.74,2.76,5.11,17.56
Iowa State,43.78,66.35,68.53,0.08,877,839,898,0.08,551,675,524,66.50,880.20,79.70,1.72,2.08,1.39,-0.01,2.06,4.39,"1,172.65",723.95,457.95,1.77,2.14,1.44,0.27,1.87,4.53,"1,125.91",688.55,453.25,7290,1374,1.72,"1,172.65",4.49,13.54,7.98,2.42,30.16,9962,12.08,3990,15.95,5380,38.42,768.60,15.58,2.02,1.32,0.70,7.36,0.96,5.05,11.13,3.64,3.22,3.33,20.89,5.48,1.39,457.95,4.55,11.77,5.51,2.08,723.95,4.42,15.46,7261,1375,1.77,"1,125.91",4.53,13.21,7.49,2.38,30.41,"10,098.00",11.68,3870,16.21,5352,39.47,769,-15.46,1.94,1.22,0.72,7.48,1.24,5.11,11.16,3.52,2.91,688.55,3.30,20.09,5.61,1.44,453.25,4.53,11.45,5.38,2.14,4.49,15.29
Kansas,51.27,79.82,80.18,0.08,722,705,760,0.08,485,619,399,78.50,925.20,117.60,2.16,2.92,1.53,0.45,2.64,4.93,"1,621.24","1,029.21",599.48,1.63,2.02,1.27,-0.01,1.94,4.25,"1,180.50",728.45,463.22,8060,1491,2.16,"1,621.24",4.74,13.73,7.94,2.34,30.61,11683,12.11,4605,17.04,6475,40.93,759.80,16.15,1.91,1.21,0.70,7.58,1.36,5.22,11.40,3.42,3.95,3.67,21.04,5.66,1.53,599.48,4.71,11.55,5.34,2.92,"1,029.21",4.77,16.15,7894,1494,1.63,"1,180.50",4.45,13.54,7.61,2.43,30.15,"10,818.00",11.69,4198,15.29,5474,38.82,780,-14.66,2.02,1.31,0.72,7.39,0.95,5.01,11.31,3.61,3.06,728.45,3.30,20.51,5.49,1.27,463.22,4.45,11.59,5.50,2.02,4.42,15.69
Kansas State,47.40,71.80,73.56,0.08,709,811,723,0.08,526,614,555,71.50,907.30,100.50,2.08,2.67,1.45,0.37,2.28,4.99,"1,433.42",954.41,490.34,1.75,2.33,1.22,0.16,1.97,4.35,"1,102.19",723.26,388.19,7572,1393,2.08,"1,433.42",4.69,13.53,7.68,2.45,30.34,10190,11.93,4030,15.80,5479,39.03,770.00,15.41,1.90,1.23,0.66,7.51,1.22,5.20,11.15,3.49,3.95,3.60,20.95,5.30,1.45,490.34,4.63,11.59,5.69,2.67,954.41,4.73,15.41,7334,1379,1.75,"1,102.19",4.53,13.38,7.46,2.42,30.26,"10,093.00",11.66,3873,14.94,4989,38.48,779,-14.79,1.91,1.23,0.69,7.47,1.10,5.10,11.20,3.53,3.16,723.26,3.32,20.55,5.60,1.22,388.19,4.52,11.16,5.40,2.33,4.50,15.84
Kent State,42.35,63.48,67.48,0.08,731,774,571,0.09,640,822,699,63.50,772.40,-26.30,2.15,2.43,1.92,1.33,1.27,5.22,872.09,427.79,448.15,2.21,2.86,1.62,0.59,1.88,6.08,836.15,491.75,356.77,4214,785,2.15,872.09,4.72,13.80,7.88,2.01,33.54,7105,13.26,2791,17.71,3788,37.72,765.00,15.78,1.83,1.14,0.68,7.56,1.66,5.36,11.73,3.44,3.29,3.30,21.60,6.02,1.92,448.15,4.80,12.00,4.97,2.43,427.79,4.58,16.31,4361,778,2.21,836.15,4.72,13.69,7.89,2.00,33.30,"7,037.00",12.13,2589,13.46,2829,42.50,779,-14.91,1.84,1.18,0.66,7.57,1.16,5.11,11.27,3.43,4.46,491.75,3.82,20.80,5.94,1.62,356.77,4.69,10.91,5.05,2.86,4.69,17.00
Kentucky,32.65,60.16,63.92,0.07,655,790,548,0.07,895,777,662,63.50,804.50,15.30,1.64,2.08,1.11,0.45,1.25,4.18,"1,195.11",816.46,382.76,2.43,3.24,1.72,1.19,2.24,5.28,"1,647.84","1,037.04",617.19,6995,1219,1.64,"1,195.11",4.32,11.67,6.99,1.94,28.76,9047,10.48,3327,10.70,3548,34.06,720.10,12.51,1.78,1.07,0.71,6.88,0.85,4.77,9.60,3.12,3.38,3.32,18.33,4.50,1.11,382.76,4.35,9.25,5.49,2.08,816.46,4.28,13.89,6894,1204,2.43,"1,647.84",4.66,11.92,7.31,1.83,30.55,"10,835.00",11.59,4116,12.60,4398,38.72,702,-13.93,1.56,0.97,0.59,7.04,1.81,5.17,9.92,2.96,3.89,"1,037.04",3.45,18.96,5.12,1.72,617.19,4.75,9.29,4.87,3.24,4.54,15.03
Liberty,33.06,60.66,60.62,0.09,701,714,320,0.09,787,764,402,57.50,742.10,-63.30,1.47,2.02,0.86,-0.05,1.27,4.68,"1,104.33",654.25,455.84,2.25,2.49,2.10,0.68,1.65,6.16,"1,475.55",729.62,753.51,6516,1172,1.47,"1,104.33",4.12,11.75,6.34,1.95,28.48,10376,10.12,3664,11.48,4326,32.53,711.90,13.20,1.63,1.04,0.59,6.80,0.59,4.54,9.48,3.20,3.34,3.24,18.63,5.31,0.86,455.84,4.09,9.71,4.68,2.02,654.25,4.05,14.45,6769,1167,2.25,"1,475.55",4.48,12.34,7.42,1.80,30.97,"11,495.00",11.78,4277,16.12,5664,38.61,706,-13.68,1.55,1.00,0.56,6.96,1.69,4.98,10.40,3.04,3.55,729.62,3.33,19.00,5.49,2.10,753.51,4.56,10.65,4.50,2.49,4.36,14.67
Louisiana,37.61,66.37,65.09,0.08,694,645,587,0.09,727,578,622,62.50,784.20,-30.50,2.16,2.52,1.61,0.78,1.71,5.68,"1,550.64",904.13,650.27,1.96,2.72,1.32,0.30,2.03,5.42,"1,448.25",959.12,506.70,7838,1404,2.16,"1,550.64",4.74,13.69,7.37,2.13,32.54,12244,12.51,4669,15.90,6060,40.83,771.30,15.37,1.79,1.15,0.64,7.55,1.46,5.26,11.49,3.45,3.68,3.59,20.71,5.79,1.61,650.27,4.74,11.21,5.20,2.52,904.13,4.66,16.31,7947,1410,1.96,"1,448.25",4.76,13.30,7.27,2.19,31.70,"11,837.00",11.67,4396,13.96,5275,38.06,770,-15.38,1.77,1.09,0.67,7.56,1.26,5.26,11.17,3.44,3.49,959.12,3.66,20.03,5.73,1.32,506.70,4.70,10.87,5.26,2.72,4.79,16.12
Louisiana Monroe,44.81,79.26,78.09,0.09,565,647,539,0.09,803,632,603,76.50,838.10,28.50,2.35,3.02,1.67,0.54,2.21,6.34,"1,829.71","1,113.21",726.68,1.97,2.42,1.54,0.26,2.18,5.15,"1,518.88",916.91,609.38,8498,1477,2.35,"1,829.71",4.92,13.37,7.70,2.12,32.84,13432,12.33,5085,14.50,6116,41.15,773.60,15.26,1.74,1.09,0.65,7.67,1.55,5.39,11.16,3.33,4.21,3.83,20.65,5.79,1.67,726.68,4.93,10.66,5.20,3.02,"1,113.21",4.84,16.33,8447,1491,1.97,"1,518.88",4.85,13.12,7.29,2.08,32.92,"13,004.00",12.20,4782,13.69,5326,39.34,790,-14.11,1.81,1.11,0.70,7.66,1.23,5.34,11.01,3.34,3.67,916.91,3.70,20.09,5.63,1.54,609.38,4.87,10.83,5.37,2.42,4.81,15.58
Louisiana Tech,40.92,63.33,64.36,0.08,739,605,373,0.09,597,725,548,59.00,745.00,-71.40,1.81,2.72,1.08,0.38,1.50,5.53,"1,195.69",803.44,396.14,1.88,2.43,1.41,0.56,1.98,5.10,"1,223.42",737.56,491.86,6422,1144,1.81,"1,195.69",4.24,12.53,7.18,1.88,29.20,9402,10.35,3397,11.89,4153,36.77,707.30,13.56,1.64,1.01,0.64,6.86,1.08,4.67,10.07,3.14,3.37,3.27,20.27,5.06,1.08,396.14,4.25,9.70,4.93,2.72,803.44,4.26,15.71,6355,1131,1.88,"1,223.42",4.29,12.38,6.94,1.97,29.68,"9,872.00",10.96,3688,14.31,4833,37.66,706,-13.64,1.62,1.04,0.58,6.83,1.15,4.73,10.24,3.17,3.50,737.56,3.31,19.11,5.27,1.41,491.86,4.32,10.14,4.73,2.43,4.24,14.98
Louisville,40.90,73.59,71.90,0.08,658,624,538,0.08,867,826,580,72.50,887.80,64.80,2.10,2.51,1.60,0.29,2.14,5.79,"1,591.37",999.60,599.81,2.38,3.03,1.78,0.73,2.65,5.30,"1,729.90","1,071.22",668.57,8087,1443,2.10,"1,591.37",4.77,13.38,8.16,2.05,31.98,11609,12.21,4424,14.14,5170,40.58,780.60,14.56,1.88,1.18,0.70,7.54,1.17,5.30,10.76,3.46,4.10,3.61,21.75,5.43,1.60,599.81,4.92,10.59,5.56,2.51,999.60,4.60,16.11,8128,1439,2.38,"1,729.90",4.93,13.65,7.93,2.21,31.86,"12,185.00",13.13,5005,16.23,6152,41.87,784,-14.36,1.88,1.24,0.64,7.61,1.51,5.43,11.18,3.39,4.36,"1,071.22",3.80,21.62,5.70,1.78,668.57,4.93,11.18,5.29,3.03,4.92,16.36
LSU,47.49,80.49,81.76,0.07,488,641,330,0.08,883,705,595,77.00,909.00,115.20,2.42,3.09,1.76,1.19,2.30,5.61,"1,750.00","1,115.73",640.60,2.18,2.81,1.64,0.70,1.47,6.13,"1,544.16",937.89,614.46,7605,1321,2.42,"1,750.00",5.08,12.67,7.76,1.94,33.39,11290,12.59,4278,13.64,4668,41.41,790.00,14.00,1.70,1.03,0.67,7.79,1.73,5.63,10.61,3.21,4.16,3.74,20.50,5.40,1.76,640.60,5.12,10.38,5.60,3.09,"1,115.73",5.02,14.98,7839,1315,2.18,"1,544.16",4.99,12.95,7.83,1.98,33.26,"11,902.00",12.21,4359,11.63,4216,40.33,786,-14.20,1.73,1.07,0.66,7.68,1.05,5.40,10.24,3.32,4.77,937.89,4.02,21.27,5.49,1.64,614.46,5.09,10.10,5.50,2.81,4.88,16.05
Marshall,41.26,58.49,60.76,0.08,820,679,700,0.08,590,780,710,58.50,725.00,-90.30,1.43,1.73,1.24,0.21,0.72,4.59,938.44,501.87,440.17,1.88,2.00,1.83,0.41,1.52,5.68,"1,132.51",507.33,631.27,6007,1080,1.43,938.44,4.09,12.12,6.99,1.90,29.38,9972,10.66,3627,14.26,4774,35.82,713.30,13.11,1.76,1.14,0.62,6.75,0.81,4.59,9.94,3.25,2.70,3.04,19.10,5.58,1.24,440.17,4.21,10.14,4.42,1.73,501.87,3.92,15.22,6088,1078,1.88,"1,132.51",4.27,12.35,7.30,1.84,30.36,"10,282.00",11.59,3889,17.00,5624,38.31,704,-13.88,1.63,1.02,0.62,6.89,1.17,4.74,10.16,3.11,3.47,507.33,3.23,19.51,5.54,1.83,631.27,4.32,10.91,4.45,2.00,4.21,14.33
Maryland,50.73,73.78,71.66,0.08,713,668,563,0.08,692,707,683,70.00,905.40,102.40,2.12,2.91,1.38,0.36,2.19,5.77,"1,071.92",698.60,384.56,2.05,2.64,1.47,0.31,2.04,5.89,"1,016.68",662.34,365.97,5940,1055,2.12,"1,071.92",4.74,13.38,8.04,2.09,31.62,8807,11.96,3301,14.53,4081,40.46,784.70,14.66,1.76,1.11,0.65,7.49,1.29,5.22,11.09,3.51,4.02,3.72,20.55,5.71,1.38,384.56,4.67,10.88,5.28,2.91,698.60,4.79,16.20,5751,1047,2.05,"1,016.68",4.77,13.17,8.07,2.13,31.48,"8,459.00",11.83,3162,16.05,4142,40.71,785,-14.55,1.77,1.12,0.66,7.58,1.43,5.30,11.16,3.42,3.36,662.34,3.56,19.79,5.73,1.47,365.97,4.69,10.97,5.27,2.64,4.81,15.57
Memphis,42.69,67.74,65.12,0.08,795,645,637,0.09,620,812,658,62.50,812.70,-14.80,1.87,2.44,1.32,0.23,1.82,4.95,"1,385.55",891.65,503.15,2.17,3.22,1.30,0.50,2.44,5.37,"1,465.35","1,019.98",456.59,7743,1378,1.87,"1,385.55",4.65,13.40,7.89,2.03,32.70,11465,11.90,4182,12.99,4830,40.73,780.20,14.81,1.87,1.14,0.73,7.49,1.07,5.15,10.85,3.51,3.59,3.57,21.32,5.50,1.32,503.15,4.68,10.69,5.49,2.44,891.65,4.60,16.46,7587,1372,2.17,"1,465.35",4.69,13.88,7.80,2.22,31.31,"11,423.00",12.01,4360,14.53,5244,41.63,770,-15.60,1.92,1.30,0.63,7.51,1.44,5.21,11.51,3.49,3.78,"1,019.98",3.57,21.38,5.90,1.30,456.59,4.60,11.19,5.10,3.22,4.78,17.10
Miami,42.49,74.57,76.37,0.07,605,675,727,0.08,573,694,517,74.00,903.70,101.90,2.32,2.74,1.94,0.95,2.26,5.49,"1,841.51","1,039.45",821.29,1.99,2.43,1.57,0.15,2.15,5.75,"1,482.82",894.95,600.62,8217,1480,2.32,"1,841.51",4.92,13.57,7.96,2.16,32.49,12844,13.31,5320,16.24,6620,40.90,779.00,14.76,1.87,1.21,0.66,7.61,1.61,5.45,11.43,3.39,3.97,3.70,20.88,5.71,1.94,821.29,5.00,11.30,5.28,2.74,"1,039.45",4.80,16.17,8286,1487,1.99,"1,482.82",4.60,14.08,7.97,2.22,31.64,"11,882.00",12.13,4573,15.46,5774,40.07,781,-14.58,1.93,1.24,0.69,7.42,0.90,5.03,11.44,3.58,4.28,894.95,3.72,21.51,5.48,1.57,600.62,4.68,11.34,5.51,2.43,4.51,17.02
Miami (OH),41.79,70.43,71.33,0.09,572,564,583,0.08,815,634,816,70.00,776.90,-41.00,2.48,2.59,2.35,1.06,2.43,5.53,"1,128.90",485.04,645.47,2.28,2.43,2.12,1.30,1.78,5.62,888.26,435.66,456.31,4924,868,2.48,"1,128.90",4.93,13.43,7.91,1.83,33.95,9369,12.98,3448,18.03,4840,42.16,752.60,16.74,1.63,1.09,0.54,7.76,1.82,5.43,11.39,3.24,4.17,3.73,21.03,6.61,2.35,645.47,4.92,12.06,4.38,2.59,485.04,4.82,15.96,4822,867,2.28,888.26,4.93,13.36,7.98,1.88,34.32,"7,985.00",13.33,3090,16.72,3750,38.14,760,-16.08,1.71,1.10,0.61,7.69,1.66,5.50,11.17,3.31,3.60,435.66,3.53,20.95,6.05,2.12,456.31,5.02,11.28,4.94,2.43,4.79,16.09
Michigan,55.74,82.53,82.12,0.08,751,814,777,0.09,653,721,656,78.50,981.80,109.60,2.11,3.14,1.26,0.23,2.13,5.71,"1,021.67",697.96,338.80,1.97,2.77,1.18,0.17,2.29,5.31,939.20,654.75,291.07,6055,1081,2.11,"1,021.67",5.18,14.26,8.50,2.34,34.27,9098,12.88,3395,14.32,3739,42.12,851.50,16.24,1.97,1.25,0.73,8.31,1.33,5.74,12.07,3.69,3.94,3.91,21.95,6.28,1.26,338.80,5.09,11.56,5.70,3.14,697.96,5.25,17.50,5910,1079,1.97,939.20,5.08,14.50,8.29,2.50,33.48,"8,139.00",12.65,3107,15.96,3953,42.50,852,-16.31,2.09,1.32,0.76,8.17,1.19,5.66,12.01,3.83,3.66,654.75,3.83,22.40,5.98,1.18,291.07,5.03,11.80,6.01,2.77,5.10,17.17
Michigan State,49.26,73.79,76.88,0.08,755,667,618,0.08,585,705,554,74.00,901.30,117.00,1.96,2.67,1.18,0.24,1.99,5.30,"1,109.78",759.03,357.44,1.86,2.49,1.29,0.07,1.93,5.19,"1,065.01",667.03,401.72,6337,1116,1.96,"1,109.78",4.69,13.39,7.63,2.27,30.87,8874,12.02,3407,14.85,4098,39.92,790.80,14.17,1.85,1.17,0.68,7.49,1.19,5.24,11.04,3.51,3.59,3.51,21.00,5.35,1.18,357.44,4.66,10.73,5.64,2.67,759.03,4.73,15.87,6441,1128,1.86,"1,065.01",4.65,13.32,7.88,2.17,31.10,"9,294.00",11.99,3616,13.78,4215,39.72,789,-14.31,1.87,1.17,0.70,7.50,1.15,5.17,10.98,3.50,3.39,667.03,3.54,20.72,5.62,1.29,401.72,4.67,10.80,5.38,2.49,4.61,16.05
Middle Tennessee,37.60,64.29,66.05,0.08,670,583,513,0.07,529,510,483,62.00,682.00,-58.90,1.50,1.42,1.61,0.40,1.18,4.33,"1,019.85",430.66,592.85,1.60,1.89,1.35,0.28,1.59,4.71,993.49,551.52,443.59,5574,981,1.50,"1,019.85",3.79,11.16,6.46,1.67,27.71,9595,10.64,3760,14.30,4985,32.68,637.10,12.19,1.56,1.03,0.53,6.16,1.12,4.22,9.54,2.84,2.33,2.81,16.59,4.95,1.61,592.85,3.94,9.61,4.05,1.42,430.66,3.60,13.30,5593,987,1.60,993.49,3.89,10.70,6.51,1.65,27.12,"8,910.00",10.10,3286,12.64,3975,30.94,645,-11.60,1.50,0.98,0.52,6.17,0.92,4.29,8.76,2.83,3.15,551.52,3.01,16.83,4.79,1.35,443.59,4.00,8.81,4.21,1.89,3.76,12.97
Minnesota,51.47,74.94,75.64,0.08,855,899,670,0.09,597,750,616,73.50,948.80,84.90,1.94,2.42,1.38,0.31,1.42,6.07,898.41,530.83,372.59,1.99,2.81,1.19,0.17,2.12,5.89,892.71,578.90,324.16,5470,1001,1.94,898.41,5.03,14.62,8.72,2.47,34.03,8275,13.18,3198,16.78,4138,40.04,854.80,16.01,2.08,1.31,0.76,8.15,1.35,5.74,12.01,3.85,3.17,3.51,23.54,6.30,1.38,372.59,5.12,11.76,5.69,2.42,530.83,4.88,17.98,5550,998,1.99,892.71,5.02,14.72,8.05,2.46,34.29,"8,115.00",13.07,3115,16.23,3761,43.36,864,-15.40,2.20,1.39,0.81,8.12,0.99,5.47,12.23,3.88,4.05,578.90,4.04,21.68,6.10,1.19,324.16,4.89,11.83,5.89,2.81,5.10,17.67
Mississippi State,43.24,77.02,78.24,0.07,579,619,420,0.09,891,753,638,78.00,893.10,94.10,2.24,3.05,1.42,0.79,1.93,5.81,"1,716.03","1,169.15",556.17,2.37,2.90,1.81,1.04,2.00,5.54,"1,693.05","1,062.92",634.52,8084,1395,2.24,"1,716.03",4.98,12.78,7.94,2.08,32.28,12052,11.90,4477,11.33,4350,41.31,787.50,14.16,1.70,1.08,0.62,7.72,1.39,5.45,10.61,3.28,4.28,3.86,20.09,5.58,1.42,556.17,4.99,9.87,5.42,3.05,"1,169.15",4.94,15.72,8172,1394,2.37,"1,693.05",5.02,13.08,7.71,2.05,33.48,"12,079.00",12.48,4488,14.24,5010,41.03,792,-13.80,1.76,1.06,0.70,7.73,1.49,5.50,10.69,3.27,4.45,"1,062.92",3.88,21.07,5.36,1.81,634.52,5.03,10.62,5.63,2.90,5.00,15.43
Missouri,41.22,72.79,74.31,0.07,558,717,573,0.08,984,816,914,71.50,860.40,57.90,2.23,2.69,1.71,1.06,1.92,5.16,"1,555.98",950.36,612.65,2.48,3.35,1.64,1.27,1.97,5.70,"1,679.12","1,090.64",594.95,7341,1272,2.23,"1,555.98",4.94,12.86,8.04,1.96,33.22,11575,11.93,4165,13.73,4793,39.45,785.50,14.26,1.78,1.10,0.68,7.75,1.61,5.52,10.77,3.25,3.69,3.56,20.74,5.73,1.71,612.65,5.07,10.15,5.27,2.69,950.36,4.74,15.95,7448,1274,2.48,"1,679.12",5.11,12.98,8.20,2.05,33.43,"11,478.00",12.32,4230,14.12,4853,41.88,779,-14.77,1.68,1.05,0.62,7.77,1.71,5.62,10.65,3.23,4.31,"1,090.64",3.85,20.99,5.50,1.64,594.95,5.11,10.05,5.49,3.35,5.09,16.06
Navy,47.85,80.82,80.24,0.08,580,588,521,0.08,525,599,607,78.50,853.30,27.80,2.38,3.22,1.63,0.78,2.23,6.18,"1,601.91","1,020.32",585.19,1.79,2.56,1.14,0.18,1.99,4.73,"1,122.74",763.34,369.70,7291,1257,2.38,"1,601.91",4.92,13.32,8.19,1.94,33.66,11726,12.52,4377,14.42,5142,41.49,771.60,15.45,1.72,1.07,0.65,7.64,1.56,5.39,10.94,3.36,4.18,3.82,20.88,5.91,1.63,585.19,4.88,10.67,5.09,3.22,"1,020.32",4.94,16.40,6977,1262,1.79,"1,122.74",4.59,13.47,7.73,2.14,31.31,"10,119.00",11.70,3805,12.39,4027,37.06,784,-14.45,1.91,1.24,0.66,7.41,0.98,5.10,10.96,3.59,3.49,763.34,3.54,21.00,5.70,1.14,369.70,4.50,10.95,5.30,2.56,4.67,16.35
NC State,44.62,74.31,73.27,0.08,779,662,817,0.08,786,759,743,72.50,884.90,66.20,2.02,2.34,1.69,0.32,1.85,5.52,"1,540.26",931.84,610.19,2.14,2.68,1.67,0.62,1.96,5.63,"1,531.53",907.01,630.90,7932,1432,2.02,"1,540.26",4.67,13.67,8.13,2.22,31.77,10517,12.85,4325,14.95,5309,39.84,780.50,14.62,2.07,1.32,0.75,7.42,1.17,5.24,11.02,3.58,3.81,3.48,21.97,5.03,1.69,610.19,4.79,11.16,5.97,2.34,931.84,4.58,15.87,7959,1428,2.14,"1,531.53",4.84,13.39,8.04,2.25,31.54,"11,907.00",12.99,4886,16.10,6074,40.59,768,-15.54,1.83,1.20,0.63,7.58,1.36,5.40,11.00,3.42,3.88,907.01,3.60,21.34,5.76,1.67,630.90,4.91,11.14,5.23,2.68,4.77,15.97
Nebraska,54.83,79.76,81.17,0.08,590,535,561,0.07,596,570,751,82.00,919.40,131.80,2.28,3.08,1.45,0.73,2.39,5.56,"1,217.66",779.03,448.20,1.71,2.44,1.04,0.31,1.57,4.94,863.75,586.59,288.40,5750,1053,2.28,"1,217.66",4.85,13.38,7.88,2.23,31.83,8957,12.30,3463,16.00,4577,42.32,781.30,14.87,1.72,1.08,0.64,7.63,1.60,5.37,11.28,3.37,3.85,3.66,20.48,5.81,1.45,448.20,4.81,10.67,5.19,3.08,779.03,4.87,16.39,5771,1055,1.71,863.75,4.66,12.70,8.01,2.21,30.68,"7,952.00",11.20,2913,13.17,3359,37.69,791,-14.08,1.76,1.07,0.69,7.51,1.24,5.26,10.74,3.49,2.70,586.59,3.33,19.34,5.42,1.04,288.40,4.60,10.16,5.57,2.44,4.69,15.32
Nevada,41.16,61.07,62.15,0.08,822,736,789,0.08,498,584,601,60.50,768.10,-65.00,1.61,2.15,1.15,0.08,1.74,4.54,765.12,466.93,298.19,1.77,2.11,1.47,0.05,1.81,4.77,824.48,443.18,381.30,4561,830,1.61,765.12,4.14,12.30,7.01,2.18,27.69,6673,10.35,2500,13.06,3224,34.93,693.20,14.43,1.68,1.15,0.53,6.76,0.89,4.65,10.01,3.24,3.15,3.04,19.64,5.25,1.15,298.19,4.18,10.09,4.75,2.15,466.93,4.07,14.87,4655,836,1.77,824.48,4.15,12.42,7.02,2.08,28.30,"6,919.00",10.61,2633,13.84,3470,34.42,679,-15.27,1.64,1.13,0.51,6.76,0.98,4.62,10.16,3.24,3.41,443.18,3.16,19.41,5.30,1.47,381.30,4.15,10.87,4.70,2.11,4.14,14.34
